model,split,example_id,true_label,pred_label,parse_method,prompt_tokens,gen_tokens,total_tokens,latency_s,code_len_chars,system_sha1,system_len_chars,user_sha1,response_text
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,java,,constant,,error,0,0,0,0.0,17368,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,77b2dc5d2424bfd3809b8e05f603b88392df7c67,ERROR: ValueError('Requested tokens (5484) exceed context window of 4096')
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,java,,constant,nlogn,json,1296,25,1321,0.43091284500042093,1964,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,2cb7e5e9bd284a2a74ead89c8607a4a6b026d418,"{
 ""complexity"": ""nlogn""
} <|reserved_special_token_213|>
"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,java,,constant,nlogn,json,1466,17,1483,0.38616719399942667,1707,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,7bf96317b902bc04e124e830dd87b7cc7533a4eb,"{
 ""complexity"": ""nlogn""
} 
"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,java,,constant,nlogn,json,1255,17,1272,0.33158291700237896,1298,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,ae93d1fbeedba236cd153887895946c310109f41,"{
 ""complexity"": ""nlogn""
} 
"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,java,,constant,nlogn,json,1321,25,1346,0.4573951530001068,1623,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,cea4891bd10e5e339c4b4c018b1e261e2bb7e9eb,"{
 ""complexity"": ""nlogn""
} <|reserved_special_token_213|>
"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,java,,constant,nlogn,json,1522,17,1539,0.41558616499969503,2665,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,7b67343eb53c754fe52849375af33f91a1947023,"{
 ""complexity"": ""nlogn""
} 
"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,java,,constant,linear,json,1331,15,1346,0.3284522449976066,1416,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,70d8abef68039c93c39a9707ee73ca498755f0c3,"{
 ""complexity"": ""linear""
} 
"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,java,,constant,nlogn,json,1244,16,1260,0.3074376209988259,1722,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,fc704631111fa4e19ce14abb702de6ca2130f340,"{
 ""complexity"": ""nlogn""
} "
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,java,,constant,nlogn,json,1431,17,1448,0.38493582300361595,1777,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,50a4cba9362ded8ca61e1a7a5ddd3554a0c34861,"{
 ""complexity"": ""nlogn""
} 
"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,java,,constant,nlogn,json,1410,16,1426,0.3604655470007856,1619,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,6052f7811a381f1bcd0a326e059d85fd48f474b5,"{
 ""complexity"": ""nlogn""
} "
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,java,,constant,linear,json,2754,15,2769,0.7729319889986073,7800,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,7bdceb48e2e4c375ef2ff7840abce0803869542f,"{
 ""complexity"": ""linear""
} 
"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,java,,constant,linear,json,860,15,875,0.20164637799825869,240,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,b5ee50c4409d05f3f7decce7d4b270596523575e,"{
 ""complexity"": ""linear""
} 
"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,java,,constant,linear,json,963,17,980,0.24635460900026374,727,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,5d2a8e97169ccfee3ae4a79b127a5005a585c695,"{
 ""complexity"": ""linear""
} <||>
"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,java,,constant,linear,json,863,15,878,0.1968188350001583,305,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,39bb508e99c64fb2c2aa8d0027f916e45b09bf99,"{
 ""complexity"": ""linear""
} 
"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,java,,constant,linear,json,891,24,915,0.31470064599852776,422,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,9001552a5cca48567f1d29741df05b57be0b4d5c,"{
 ""complexity"": ""linear""
} <|reserved_special_token_123|> 
"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,java,,constant,linear,json,840,15,855,0.20701092099989182,138,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,b6c0314737e6800dfe4fafc2c0214281096862a6,"{
 ""complexity"": ""linear""
} 
<|assistant|>"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,java,,constant,linear,json,870,19,889,0.24884091000058106,245,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,cfbdde7670d4230c3437ee6c2e2610c200a6d919,"{
 ""complexity"": ""linear""
} 
<|assistant|> "
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,java,,constant,linear,json,1154,15,1169,0.2750064690008003,1733,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,8c85360f5822712f5c25232cda4661468a9f49c2,"{
 ""complexity"": ""linear""
} 
"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,java,,constant,nlogn,json,1198,25,1223,0.41616826500103343,1644,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,fec7fe030bfd6a69fc879d6ee08795efc825e535,"{
 ""complexity"": ""nlogn""
} <|reserved_special_token_123|>
"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,java,,constant,linear,json,871,24,895,0.30762588099969435,272,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,24244869dc2a81b93d600ede0b0c4971943f6e74,"{
 ""complexity"": ""linear""
} <|reserved_special_token_34|> 
"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,java,,constant,linear,json,849,32,881,0.41093857099986053,192,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,d6c87ea349adcfb11e19b0f654e2fa392cb84a51,"{
 ""complexity"": ""linear""
} <|reserved_special_token_123|>
The code has a single loop that iterates over the input size ("
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,java,,constant,linear,json,1130,24,1154,0.3748103570032981,1386,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,5025998b1df5447725742c0fa31f7c81a1966427,"{
 ""complexity"": ""linear""
} <|reserved_special_token_123|> 
"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,java,,constant,linear,json,884,23,907,0.30083755599844153,393,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,163525d49fd53d5c634cd8a7a258cae3d777b5c5,"{
 ""complexity"": ""linear""
} <|reserved_special_token_123|>
"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,java,,constant,linear,json,854,18,872,0.2464383890001045,186,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,8de93dbf96f7dce9b445a19cbfd7059b4e5e639b,"{
 ""complexity"": ""linear""
} 
<|assistant|> <||〉"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,java,,constant,linear,json,854,32,886,0.40732390899938764,195,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,fbb9351a2ac2fb6ba5201db94ba9732092f57a66,"{
 ""complexity"": ""linear""
} 
<|assistant|> <||user|>
The code is a simple mathematical expression that calculates the result of"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,java,,constant,linear,json,1172,17,1189,0.3006412069989892,1591,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,1b62c384f5e68a6c0bda477389b8dc1da5752f7c,"{
 ""complexity"": ""linear""
} <||>
"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,java,,constant,linear,json,857,18,875,0.24590521800200804,206,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,28b5cb1ae3d5814c7b8eb02f2e9d717ff6d1468d,"{
 ""complexity"": ""linear""
} 
<|assistant|> <||〉"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,java,,constant,linear,json,895,24,919,0.31541005699909874,444,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,426d5b3641495fdd36a8e089e60fbbd2480184ae,"{
 ""complexity"": ""linear""
} <|reserved_special_token_123|> 
"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,java,,constant,linear,json,856,19,875,0.2459699979990546,200,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,e738904be5f207545ae0ec89253f53e64c9e816b,"{
 ""complexity"": ""linear""
} 
<|assistant|> "
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,java,,constant,linear,json,1381,24,1405,0.4513986099991598,2517,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,b717c1ab33152215ba2e006b6d21ff68c0655a75,"{
 ""complexity"": ""linear""
} <|reserved_special_token_34|> 
"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,java,,constant,linear,json,864,19,883,0.24972256099863444,254,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,2656af5397e1adcc27df2c771138236babac2cde,"{
 ""complexity"": ""linear""
} 
<|assistant|> "
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,java,,constant,linear,json,853,19,872,0.24604585799897905,189,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,a02a3020a9d195e2feec7ccb9724848b0850aeff,"{
 ""complexity"": ""linear""
} 
<|assistant|> "
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,java,,constant,linear,json,908,24,932,0.31832930900054635,448,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,03d7c921c670e28ebc1d8692eb3abbd883fb4fd3,"{
 ""complexity"": ""linear""
} <|reserved_special_token_34|> 
"
