model,split,example_id,true_label,pred_label,parse_method,prompt_tokens,gen_tokens,total_tokens,latency_s,code_len_chars,system_sha1,system_len_chars,user_sha1,response_text
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,nlogn,json,1379,17,1396,0.4080342050001491,1341,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,35c2bdbc1833cdb5fa574cdbf205263a5b45b38a,"```json
{
 ""complexity"": ""nlogn""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,nlogn,json,1339,17,1356,0.3849547629997687,1330,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,483465766745983b05735b313618fbbc7c0687e6,"```json
{
 ""complexity"": ""nlogn""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,nlogn,json,1534,17,1551,0.4416582339999877,1609,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,e353da70465d9c5940ff8ba392def51575130d8b,"```json
{
 ""complexity"": ""nlogn""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,nlogn,json,1700,17,1717,0.4873897309998938,2370,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,3761e48b139f29dc7258157241e2eabe4312ffc8,"```json
{
 ""complexity"": ""nlogn""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,nlogn,json,1496,17,1513,0.4269472969999697,2116,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,2fb3938239df3034c118ec9740c25699e9afab5d,"```json
{
 ""complexity"": ""nlogn""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,nlogn,json,1732,17,1749,0.49439750500005175,2717,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,27644feb6e8383c53624e71b95774b9dd28a404a,"```json
{
 ""complexity"": ""nlogn""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,nlogn,json,1632,17,1649,0.46535234800012404,2177,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,cab13bf94f8944ce4c1be10b548974c87f2bcbe4,"```json
{
 ""complexity"": ""nlogn""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,nlogn,json,1505,17,1522,0.4345080000002781,2454,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,312b88e6268adc34f69685dad9b5c8bffbe1eb5d,"```json
{
 ""complexity"": ""nlogn""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,linear,json,1815,15,1830,0.48215376700045454,2393,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,3af8c4210c852586559c5ee4ab71dd255f5d8c01,"```json
{
 ""complexity"": ""linear""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,nlogn,json,1664,17,1681,0.4781554260007397,3059,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,4d9f678ae848a4a29337bc08597486ab69e47010,"```json
{
 ""complexity"": ""nlogn""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,nlogn,json,1747,17,1764,0.507107941999493,2789,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,267485a3841b0c7e0185252a40c351263bc6454a,"```json
{
 ""complexity"": ""nlogn""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,nlogn,json,1753,17,1770,0.5075641530002031,2955,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,95a5690fdfd8f0017f3135086e04b5b4c8c246b1,"```json
{
 ""complexity"": ""nlogn""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,nlogn,json,1534,17,1551,0.44334369500029425,2269,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,a0a31a7a236028f1eeb3286713bac6c9538b19b5,"```json
{
 ""complexity"": ""nlogn""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,nlogn,json,1494,17,1511,0.43403178000062326,2282,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,ac2a1e272c5b22968bc77fb8f3e2cd4a4c999dd8,"```json
{
 ""complexity"": ""nlogn""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,nlogn,json,1773,17,1790,0.5078321629998754,2348,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,85b036d2521f09fb9da4a84b7ed2c1cb2ba3e571,"```json
{
 ""complexity"": ""nlogn""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,nlogn,json,1655,17,1672,0.47680495399981737,2234,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,209e49227ade23d088d1b2772cbaaa939cf1bb55,"```json
{
 ""complexity"": ""nlogn""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,nlogn,json,1957,17,1974,0.5605421220006974,2871,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,7ddda975764b8f3d7a35a548d91dce3f83f5b1ce,"```json
{
 ""complexity"": ""nlogn""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,nlogn,json,1574,17,1591,0.448562868999943,1965,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,0a37528c056d54c64f715ae6a7d6799cc6f0e7cb,"```json
{
 ""complexity"": ""nlogn""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,nlogn,json,1685,17,1702,0.4795660859999771,2099,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,6427a8250a34c79797612c7b72635158524dd1b3,"```json
{
 ""complexity"": ""nlogn""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,nlogn,json,2152,17,2169,0.6107093320006243,3642,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,49904223fe124d3e1a8b88ec2261beb715974a27,"```json
{
 ""complexity"": ""nlogn""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,nlogn,json,1318,17,1335,0.38303426999937074,1343,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,7f61b17fc5b28528f6b6d61cf8c9df23e3672d15,"```json
{
 ""complexity"": ""nlogn""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,nlogn,json,1314,17,1331,0.3810224389999348,1323,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,a4e3978b3f32a6a3a5330414f9e0188175a211a0,"```json
{
 ""complexity"": ""nlogn""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,nlogn,json,1327,17,1344,0.38371852100044634,1454,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,c250c2fd3ca81f7785d5e3a091c466f06c466510,"```json
{
 ""complexity"": ""nlogn""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,nlogn,json,1924,17,1941,0.5557139500006087,2633,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,6d8a857caa1abd85e4c4b528d7da59d7a21bc358,"```json
{
 ""complexity"": ""nlogn""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,nlogn,json,2468,17,2485,0.7049724160006008,3455,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,ce515ec5606e35d5f4ce8c89dcc32be5637d3bbe,"```json
{
 ""complexity"": ""nlogn""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,nlogn,json,1654,17,1671,0.47621179399993707,2317,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,4465d97f8f1f54b3c4f2b0b5b34fffbc64569318,"```json
{
 ""complexity"": ""nlogn""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,,error,0,0,0,0.0,17368,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,77b2dc5d2424bfd3809b8e05f603b88392df7c67,ERROR: ValueError('Requested tokens (6350) exceed context window of 4096')
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,nlogn,json,1461,17,1478,0.422307112999988,1964,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,2cb7e5e9bd284a2a74ead89c8607a4a6b026d418,"```json
{
 ""complexity"": ""nlogn""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,nlogn,json,1640,17,1657,0.46783361899997544,1707,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,7bf96317b902bc04e124e830dd87b7cc7533a4eb,"```json
{
 ""complexity"": ""nlogn""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,nlogn,json,1378,17,1395,0.4069040140002471,1298,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,ae93d1fbeedba236cd153887895946c310109f41,"```json
{
 ""complexity"": ""nlogn""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,linear,json,1450,15,1465,0.3881903740002599,1623,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,cea4891bd10e5e339c4b4c018b1e261e2bb7e9eb,"```json
{
 ""complexity"": ""linear""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,nlogn,json,1680,17,1697,0.480846845999622,2665,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,7b67343eb53c754fe52849375af33f91a1947023,"```json
{
 ""complexity"": ""nlogn""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,nlogn,json,1461,17,1478,0.42135719199995947,1416,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,70d8abef68039c93c39a9707ee73ca498755f0c3,"```json
{
 ""complexity"": ""nlogn""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,nlogn,json,1458,17,1475,0.42053126100017835,1722,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,fc704631111fa4e19ce14abb702de6ca2130f340,"```json
{
 ""complexity"": ""nlogn""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,nlogn,json,1598,17,1615,0.45636123299937026,1777,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,50a4cba9362ded8ca61e1a7a5ddd3554a0c34861,"```json
{
 ""complexity"": ""nlogn""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,nlogn,json,1543,17,1560,0.443100434000371,1619,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,6052f7811a381f1bcd0a326e059d85fd48f474b5,"```json
{
 ""complexity"": ""nlogn""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,linear,json,3355,15,3370,0.9446078529999795,7800,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,7bdceb48e2e4c375ef2ff7840abce0803869542f,"```json
{
 ""complexity"": ""linear""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,linear,json,932,15,947,0.25203062500077067,240,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,b5ee50c4409d05f3f7decce7d4b270596523575e,"```json
{
 ""complexity"": ""linear""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,linear,json,1062,15,1077,0.2816958719995455,727,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,5d2a8e97169ccfee3ae4a79b127a5005a585c695,"```json
{
 ""complexity"": ""linear""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,linear,json,936,15,951,0.25220888500007277,305,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,39bb508e99c64fb2c2aa8d0027f916e45b09bf99,"```json
{
 ""complexity"": ""linear""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,linear,json,970,15,985,0.25862557900018146,422,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,9001552a5cca48567f1d29741df05b57be0b4d5c,"```json
{
 ""complexity"": ""linear""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,constant,json,900,15,915,0.2465429710000535,138,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,b6c0314737e6800dfe4fafc2c0214281096862a6,"```json
{
 ""complexity"": ""constant""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,linear,json,938,15,953,0.2523964249994606,245,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,cfbdde7670d4230c3437ee6c2e2610c200a6d919,"```json
{
 ""complexity"": ""linear""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,linear,json,1319,15,1334,0.3534403130006467,1733,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,8c85360f5822712f5c25232cda4661468a9f49c2,"```json
{
 ""complexity"": ""linear""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,linear,json,1347,15,1362,0.3570072350003102,1644,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,fec7fe030bfd6a69fc879d6ee08795efc825e535,"```json
{
 ""complexity"": ""linear""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,linear,json,941,15,956,0.251458234999518,272,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,24244869dc2a81b93d600ede0b0c4971943f6e74,"```json
{
 ""complexity"": ""linear""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,linear,json,910,15,925,0.24700478200065845,192,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,d6c87ea349adcfb11e19b0f654e2fa392cb84a51,"```json
{
 ""complexity"": ""linear""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,linear,json,1301,15,1316,0.35134506200029136,1386,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,5025998b1df5447725742c0fa31f7c81a1966427,"```json
{
 ""complexity"": ""linear""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,linear,json,966,15,981,0.2584383480007091,393,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,163525d49fd53d5c634cd8a7a258cae3d777b5c5,"```json
{
 ""complexity"": ""linear""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,linear,json,918,15,933,0.2499698539995734,186,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,8de93dbf96f7dce9b445a19cbfd7059b4e5e639b,"```json
{
 ""complexity"": ""linear""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,linear,json,918,15,933,0.24998885300010443,195,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,fbb9351a2ac2fb6ba5201db94ba9732092f57a66,"```json
{
 ""complexity"": ""linear""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,linear,json,1328,15,1343,0.3541064640003242,1591,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,1b62c384f5e68a6c0bda477389b8dc1da5752f7c,"```json
{
 ""complexity"": ""linear""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,linear,json,923,15,938,0.25028773299982277,206,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,28b5cb1ae3d5814c7b8eb02f2e9d717ff6d1468d,"```json
{
 ""complexity"": ""linear""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,linear,json,986,15,1001,0.2670464640004866,444,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,426d5b3641495fdd36a8e089e60fbbd2480184ae,"```json
{
 ""complexity"": ""linear""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,linear,json,918,15,933,0.2503139230002489,200,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,e738904be5f207545ae0ec89253f53e64c9e816b,"```json
{
 ""complexity"": ""linear""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,linear,json,1578,15,1593,0.41917906100024993,2517,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,b717c1ab33152215ba2e006b6d21ff68c0655a75,"```json
{
 ""complexity"": ""linear""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,linear,json,927,15,942,0.25246478500048397,254,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,2656af5397e1adcc27df2c771138236babac2cde,"```json
{
 ""complexity"": ""linear""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,linear,json,916,15,931,0.2500942930000747,189,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,a02a3020a9d195e2feec7ccb9724848b0850aeff,"```json
{
 ""complexity"": ""linear""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,linear,json,987,15,1002,0.2678049829992233,448,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,03d7c921c670e28ebc1d8692eb3abbd883fb4fd3,"```json
{
 ""complexity"": ""linear""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,linear,json,1150,15,1165,0.3079973370004154,1090,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,3d5c5659cacf0a06d8a7dd9453c102161bc554b9,"```json
{
 ""complexity"": ""linear""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,linear,json,975,15,990,0.2659450529999958,409,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,b89f20c939dd446abaef5fa74782ab58ac5c4f11,"```json
{
 ""complexity"": ""linear""
}
```"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codegemma-1.1-7b-it-Q4_K_M.gguf,java,,constant,linear,json,909,15,924,0.24637880099999165,187,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,f1f164cbbbdc24e7ef4ead99a9ab5d3653708a45,"```json
{
 ""complexity"": ""linear""
}
```"
